v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4,label_binary,clean_text
spam,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,,,,1,splashmobile choose gr tones wk subscrition service weekly tones costing p u one credit kick back enjoy
ham,Did you show him and wot did he say or could u not c him 4 dust?,,,,0,show wot say could u c dust
ham,It should take about  &lt;#&gt;  min,,,,0,take lt gt min
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,,,,1,heard u call rude chat private line cum wan c pics gettin shagged text pix end send stop sam xxx
spam,<Forwarded from 88877>FREE entry into our å£250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,,,,1,forwarded free entry weekly comp send word enter c www textcomp com
ham,Finish liao... U?,,,,0,finish liao u
spam,88066 FROM 88066 LOST 3POUND HELP,,,,1,lost pound help
ham,Haha i think i did too,,,,0,haha think
ham,U know we watchin at lido?,,,,0,u know watchin lido
ham,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,,,,0,life spend someone lifetime may meaningless moments spent someone really love means life
ham,"Haha awesome, I've been to 4u a couple times. Who all's coming?",,,,0,haha awesome u couple times coming
ham,Cold. Dont be sad dear,,,,0,cold dont sad dear
ham,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,,,,0,think could stop like hour roommate looking stock trip
ham,Is that on the telly? No its Brdget Jones!,,,,0,telly brdget jones
ham,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,,,,0,hello r u im bored inever thought id get bored tv tell something exciting happened anything
ham,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,,,,0,hmm bad news hype park plaza studio taken left bedrm
ham,"Sorry, I'll call later in meeting",,,,0,sorry call later meeting
ham,R Ì_ comin back for dinner?,,,,0,r comin back dinner
ham,"I hav almost reached. Call, i m unable to connect u.",,,,0,hav almost reached call unable connect u
ham,Whom you waited for yesterday,,,,0,waited yesterday
ham,I reach home safe n sound liao...,,,,0,reach home safe n sound liao
ham,"Velly good, yes please!",,,,0,velly good yes please
ham,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",,,,0,hi wkend ok journey terrible wk good huge back log marking
ham,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,,,,0,two letters copy cos one message speak soon
ham,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,,,,0,alex knows guy sells mids south tampa think could set like
ham,Dont you have message offer,,,,0,dont message offer
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,,,,1,mobile mths update free oranges latest colour camera mobiles unlimited weekend calls call mobile upd freefone stoptx
ham,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",,,,0,hey babe u doin wot u nite love annie x
ham,Remind me how to get there and I shall do so,,,,0,remind get shall
ham,:-( that's not v romantic!,,,,0,v romantic
ham,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,,,,0,hello damn christmas thing think decided keep mp doesnt work
spam,You have 1 new message. Please call 08718738034.,,,,1,new message please call
ham,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,,,,0,hi darlin im missin u hope good time u back time u give call home jess xx
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,,,,1,forwarded hi mailbox messaging sms alert messages matches please call back retrieve messages matches
ham,Draw va?i dont think so:),,,,0,draw va dont think
ham,Dont pick up d call when something important is There to tell. Hrishi,,,,0,dont pick call something important tell hrishi
ham,Nothin comes to my mind. ÌÏ help me buy hanger lor. Ur laptop not heavy?,,,,0,nothin comes mind help buy hanger lor ur laptop heavy
ham,"&lt;#&gt; , that's all? Guess that's easy enough",,,,0,lt gt guess easy enough
ham,We can make a baby in yo tho,,,,0,make baby yo tho
ham,Should I tell my friend not to come round til like  &lt;#&gt; ish?,,,,0,tell friend come round til like lt gt ish
ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,,,,0,friendship poem dear dear u r near hear dont get fear live cheer tear u r always dear gud ni
ham,Still in the area of the restaurant. Ill try to come back soon,,,,0,still area restaurant ill try come back soon
ham,"Aight that'll work, thanks",,,,0,aight work thanks
spam,Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP Arrow,,,,1,moby pub quiz win high street prize u know new duchess cornwall txt first name unsub stop sp arrow
ham,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?",,,,0,sleeping bags blanket paper phone details anything else
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ ,,,,1,nokia get win free auction take part send nokia hg suite lands row w jhl
spam,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",,,,1,congratulations thanks good friend u xmas prize claim easy call p per minute bt national rate
spam,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",,,,1,tddnewsletter emc co uk games thedailydraw dear helen dozens free games great prizeswith
ham,So what do you guys do.,,,,0,guys
ham,Also that chat was awesome but don't make it regular unless you can see her in person,,,,0,also chat awesome make regular unless see person
ham,That's significant but dont worry.,,,,0,significant dont worry
ham,That's cause your old. I live to be high.,,,,0,cause old live high
ham,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",,,,0,waqt se pehle naseeb se zyada kisi ko kuch nahi milta zindgi wo nahi jo hum sochte hai zindgi wo hai jo ham jeetey hai
ham,On the way to office da..,,,,0,way office da
ham,In which place do you want da.,,,,0,place want da
ham,This pain couldn't have come at a worse time.,,,,0,pain come worse time
ham,Should I be stalking u?,,,,0,stalking u
ham,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,,,,0,sorry dude dont know forgot even dan reminded sorry hope guys fun
ham,Ok lor.,,,,0,ok lor
ham,Apps class varaya elaya.,,,,0,apps class varaya elaya
spam,"URGENT! Your mobile number *************** WON a å£2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",,,,1,urgent mobile number bonus caller prize nd attempt reach call asap box n qp ppm
ham,That day you asked about anand number. Why:-),,,,0,day asked anand number
ham,Am surfing online store. For offers do you want to buy any thing.,,,,0,surfing online store offers want buy thing
ham,Long beach lor. Expected... U having dinner now?,,,,0,long beach lor expected u dinner
ham,At home by the way,,,,0,home way
ham,We are both fine. Thanks,,,,0,fine thanks
ham,What happen to her tell the truth,,,,0,happen tell truth
ham,Do you like Italian food?,,,,0,like italian food
ham,Which is weird because I know I had it at one point,,,,0,weird know one point
ham,"\Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!\""""",,,,0,aww must nearly dead well jez iscoming todo workand whilltake forever
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,,,,0,tell friends plan valentines day lt url gt
ham,"Alright, see you in a bit",,,,0,alright see bit
ham,Cheers for the message Zogtorius. IåÕve been staring at my phone for an age deciding whether to text or not.,,,,0,cheers message zogtorius staring phone age deciding whether text
ham,I will take care of financial problem.i will help:),,,,0,take care financial problem help
ham,Tell dear what happen to you. Why you talking to me like an alian,,,,0,tell dear happen talking like alian
spam,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D,,,,1,double mins txts orange price linerental motorola sonyericsson b tooth free nokia free call mobileupd optout hv
ham,"Hi this is yijue, can i meet u at 11 tmr?",,,,0,hi yijue meet u tmr
ham,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,,,,0,posible dnt live lt gt century cm frwd n thnk different
ham,But i dint slept in afternoon.,,,,0,dint slept afternoon
ham,That seems unnecessarily affectionate,,,,0,seems unnecessarily affectionate
ham,Yar else i'll thk of all sorts of funny things.,,,,0,yar else thk sorts funny things
spam,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 å£3 ",,,,1,download many ringtones u like restrictions choose u even send yr buddys txt sir
ham,Thats cool. How was your day?,,,,0,thats cool day
spam,Please CALL 08712402902 immediately as there is an urgent message waiting for you.,,,,1,please call immediately urgent message waiting
ham,R we going with the  &lt;#&gt;  bus?,,,,0,r going lt gt bus
ham,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*",,,,0,hello love went day alright think sweet send jolt heart remind love hear screamed across sea world hear ahmad al hallaq loved owned possessive passionate kiss
ham,No..he joined today itself.,,,,0,joined today
ham,Okay same with me. Well thanks for the clarification,,,,0,okay well thanks clarification
ham,I'll talk to the others and probably just come early tomorrow then,,,,0,talk others probably come early tomorrow
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",,,,1,spook mob halloween collection logo pic message plus free eerie tone txt card spook zed p per logo pic
ham,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",,,,0,money issue weigh thanks breathe easier make sure dont regret thanks
ham,Hi. I'm sorry i missed your call. Can you pls call back.,,,,0,hi sorry missed call pls call back
spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",,,,1,fantasy football back tv go sky gamestar sky active play k dream team scoring starts saturday register sky opt
ham,Ok then no need to tell me anything i am going to sleep good night,,,,0,ok need tell anything going sleep good night
ham,Ok try to do week end course in coimbatore.,,,,0,ok try week end course coimbatore
spam,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,,,,1,tone club subs expired sub reply monoc monos polyc polys weekly p per week txt stop stop msg free stream
ham,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-),,,,0,v nice sheffield tom air opinions categories b used measure ethnicity next census busy transcribing
ham,If you r @ home then come down within 5 min,,,,0,r home come within min
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",,,,0,boy loved gal propsd bt didnt mind gv lv lttrs bt frnds threw thm boy decided aproach gal dt time truck speeding towards gal wn hit girl boy ran like hell n saved asked hw cn u run fast boy replied boost secret energy n instantly girl shouted energy n thy lived happily gthr drinking boost evrydy moral story hv free msgs gud ni
ham,"That day Ì_ say Ì_ cut ur hair at paragon, is it called hair sense? Do Ì_ noe how much is a hair cut? ",,,,0,day say cut ur hair paragon called hair sense noe much hair cut
ham,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho",,,,0,hmm many unfortunately pics obviously arent hot cakes kinda fun tho
ham,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,,,,0,watching tv lor funny bluff wat izzit thk impossible us
spam,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,,,,1,xmas prize draws trying contact u todays draw shows prize guaranteed call land line valid hrs
ham,Dunno lei he neva say...,,,,0,dunno lei neva say
ham,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx,,,,0,thanx day u r goodmate think ur rite sary asusual u cheered love u franyxxxxx
ham,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,,,,0,way home went change batt watch go shop bit lor
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,,,,1,yes place town meet exciting adult singles uk txt chat p msg
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",,,,0,hi mobile lt gt added contact list www fullonsms com great place send free sms people visit fullonsms com
ham,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.",,,,0,good evening sir hope nice day wanted bring notice late paying rent past months pay lt gt charge felt would inconsiderate nag something give great cost didnt speak however recession wont able pay charge month hence askin well ahead month end please help thank everything
ham,"If i let you do this, i want you in the house by 8am.",,,,0,let want house
ham,"Best line said in Love: . \I will wait till the day I can forget u Or The day u realize that u cannot forget me.\""... Gn""",,,,0,best line said love wait till day forget u day u realize u forget gn
ham,I will reach before ten morning,,,,0,reach ten morning
ham,Your pussy is perfect!,,,,0,pussy perfect
spam,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",,,,1,someone contacted dating service entered phone becausethey fancy find call landline pobox w rg p
ham,No message..no responce..what happend?,,,,0,message responce happend
ham,Also where's the piece,,,,0,also piece
ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. ..""",,,,0,wiskey brandy rum gin beer vodka scotch shampain wine kudi yarasu dhina vaazhthukkal
ham,Boo. How's things? I'm back at home and a little bored already :-(,,,,0,boo things back home little bored already
ham,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,,,,0,first gained lt gt kg since took second done blood sugar tests ok blood pressure within normal limits worries
ham,PICK UR FONE UP NOW U DUMB?,,,,0,pick ur fone u dumb
ham,"Thanks da thangam, i feel very very happy dear. I also miss you da.",,,,0,thanks da thangam feel happy dear also miss da
ham,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. ",,,,0,okey doke home dressed cos laying around ill speak later bout times stuff
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,,,,0,run away frm u walk slowly amp kills u care enough stop
ham,"Babe, I'm back ... Come back to me ...",,,,0,babe back come back
ham,Well you told others you'd marry them...,,,,0,well told others marry
ham,Neshanth..tel me who r u?,,,,0,neshanth tel r u
ham,YO YO YO BYATCH WHASSUP?,,,,0,yo yo yo byatch whassup
ham,Oh... Kay... On sat right?,,,,0,oh kay sat right
ham,Hi! This is Roger from CL. How are you?,,,,0,hi roger cl
spam,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),,,,1,babe u want dont u baby im nasty thing filthyguys fancy rude time sexy bitch go slo n hard txt xxx slo msgs
ham,Oh oh... Wasted... Den muz chiong on sat n sun liao...,,,,0,oh oh wasted den muz chiong sat n sun liao
ham,Jesus christ bitch I'm trying to give you drugs answer your fucking phone,,,,0,jesus christ bitch trying give drugs answer fucking phone
ham,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,,,,0,please give pick tuesday evening ok
ham,I'm meeting Darren...,,,,0,meeting darren
ham,One of best dialogue in cute reltnship..!! \Wen i Die," Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8""",,,0,one best dialogue cute reltnship wen die
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",,,,0,solve case man found murdered lt decimal gt lt gt afternoon wife called police police questioned everyone wife sir sleeping murder took place cook cooking gardener picking vegetables house maid went post office children went play neighbour went marriage police arrested murderer immediately reply reason u r brilliant
ham,Dear where you will be when i reach there,,,,0,dear reach
ham,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),,,,0,aww first time u said u missed without asking missed u first love
ham,Ok... Thanx... Gd nite 2 Ì_ too...,,,,0,ok thanx gd nite
ham,"Come to me right now, Ahmad",,,,0,come right ahmad
ham,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,,,,0,lol please actually send pic right wan na see pose comb hair dryer something
ham,O was not into fps then.,,,,0,fps
ham,Huh means computational science... Y they like dat one push here n there...,,,,0,huh means computational science like dat one push n
ham,"Could you not read me, my Love ? I answered you",,,,0,could read love answered
ham,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... ,,,,0,oh lk tt den take e one tt ends cine lor dun wan yogasana oso
ham,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",,,,0,madam regret disturbance might receive reference check dlf premarica kindly informed rgds rakhesh kerala
spam,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,,,,1,sms services inclusive text credits pls gotto www comuk net login qxj unsubscribe stop extra charge help comuk cm ae
ham,Oic... Then better quickly go bathe n settle down...,,,,0,oic better quickly go bathe n settle
ham,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,,,,0,err cud going pm got way contact
ham,A bloo bloo bloo I'll miss the first bowl,,,,0,bloo bloo bloo miss first bowl
ham,Lmao but its so fun...,,,,0,lmao fun
ham,Oh k k:)but he is not a big hitter.anyway good,,,,0,oh k k big hitter anyway good
ham,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,,,,0,hey almost forgot happy b day babe love ya
spam,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,,,,1,valentines day special win quiz take partner trip lifetime send go p msg rcvd custcare
ham,Do you think i can move  &lt;#&gt;  in a week,,,,0,think move lt gt week
ham,She.s find. I sent you an offline message to know how anjola's now.,,,,0,find sent offline message know anjola
spam,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,,,,1,guess first time created web page www asjesus com read wrote waiting opinions want friend
ham,How was txting and driving,,,,0,txting driving
ham,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,,,,0,good lets thank god please complete drug lots water beautiful day
ham,Really dun bluff me leh... U sleep early too. Nite...,,,,0,really dun bluff leh u sleep early nite
ham,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt;  lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\""""",,,,0,indians r poor india poor country says one swiss bank directors says lt gt lac crore indian money deposited swiss banks used taxless budget lt gt yrs give lt gt crore jobs indians village delhi lane roads forever free power suply lt gt social projects every citizen get monthly lt gt lt gt yrs need world bank amp imf loan think money blocked rich politicians full rights corrupt politicians itna forward karo ki pura india padhe g
ham,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,,,,0,uncle boye need movies oh guide plus know torrents particularly legal system slowing gr day plus started cos dont meet online honey moon
ham,Oh ya ya. I remember da. .,,,,0,oh ya ya remember da
ham,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,,,,0,btw regarding really try see anyone else th guy commit random dude
spam,"For ur chance to win å£250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.",,,,1,ur chance win cash every wk txt play c www music trivia net custcare x p wk
ham,I not busy juz dun wan 2 go so early.. Hee.. ,,,,0,busy juz dun wan go early hee
ham,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.,,,,0,rightio well arent bright early morning
ham,"Great. I'm in church now, will holla when i get out",,,,0,great church holla get
ham,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon ,,,,0,back brum thanks putting us keeping us happy see soon
ham,I donno if they are scorable,,,,0,donno scorable
ham,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,,,,0,lt gt great loxahatchee xmas tree burning update totally see stars
ham,"Yes but i dont care! I need you bad, princess!",,,,0,yes dont care need bad princess
ham,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight",,,,0,guy kadeem selling since break know one guy paranoid fuck like selling without til late tonight
ham,Tmr then Ì_ brin lar... Aiya later i come n c lar... Mayb Ì_ neva set properly Ì_ got da help sheet wif Ì_...,,,,0,tmr brin lar aiya later come n c lar mayb neva set properly got da help sheet wif
ham,Do u knw dis no. &lt;#&gt; ?,,,,0,u knw dis lt gt
ham,Then she dun believe wat?,,,,0,dun believe wat
ham,K..give back my thanks.,,,,0,k give back thanks
ham,I know complain num only..bettr directly go to bsnl offc nd apply for it..,,,,0,know complain num bettr directly go bsnl offc nd apply
ham,Okay. I've seen it. So i should pick it on friday?,,,,0,okay seen pick friday
ham,How much she payed. Suganya.,,,,0,much payed suganya
ham,Left dessert. U wan me 2 go suntec look 4 u?,,,,0,left dessert u wan go suntec look u
ham,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",,,,0,abeg make profit start using get sponsors next event
ham,Onum ela pa. Normal than.,,,,0,onum ela pa normal
ham,K.k..how is your sister kids?,,,,0,k k sister kids
ham,"Cool, I'll text you when I'm on the way",,,,0,cool text way
ham,Nope. Meanwhile she talk say make i greet you.,,,,0,nope meanwhile talk say make greet
ham,i cant talk to you now.i will call when i can.dont keep calling.,,,,0,cant talk call dont keep calling
ham,Anything lar...,,,,0,anything lar
ham,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",,,,0,rose needs water season needs change poet needs imagination phone needs ur sms need ur lovely frndship forever
ham,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",,,,0,good afternoon babe goes day job prospects yet miss love sighs
ham,They will pick up and drop in car.so no problem..,,,,0,pick drop car problem
ham,S.i think he is waste for rr..,,,,0,think waste rr
ham,He is world famamus....,,,,0,world famamus
ham,Is there coming friday is leave for pongal?do you get any news from your work place.,,,,0,coming friday leave pongal get news work place
ham,Lol well don't do it without me. We could have a big sale together.,,,,0,lol well without could big sale together
ham,* Am on my way,,,,0,way
ham,Eat at old airport road... But now 630 oredi... Got a lot of pple...,,,,0,eat old airport road oredi got lot pple
ham,"sry can't talk on phone, with parents",,,,0,sry talk phone parents
ham,Ok lor wat time Ì_ finish?,,,,0,ok lor wat time finish
ham,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",,,,0,princess like make love lt gt times per night hope thats problem
ham,Mm i am on the way to railway,,,,0,mm way railway
ham,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",,,,0,done sorry hope next space gives everything want remember furniture around move lock locks leave key jenne
ham,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,,,,0,yet like keep touch easiest way barcelona way ru house
spam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",,,,1,sppok ur mob halloween collection nokia logo pic message plus free eerie tone txt card spook
spam,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",,,,1,urgent call landline complementary tenerife holiday cash await collection sae cs po box wa px ppm sender hol offer
ham,K.:)do it at evening da:)urgent:),,,,0,k evening da urgent
ham,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,,,,0,pansy living jungle two years driving worried
ham,Mm have some kanji dont eat anything heavy ok,,,,0,mm kanji dont eat anything heavy ok
ham,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,,,,0,promise getting soon text morning let know made ok
ham,Lol that's different. I don't go trying to find every real life photo you ever took.,,,,0,lol different go trying find every real life photo ever took
ham,I dont thnk its a wrong calling between us,,,,0,dont thnk wrong calling us
ham,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,,,,0,k ill drink pa need srs model pls send mail id pa
ham,Aiyah e rain like quite big leh. If drizzling i can at least run home.,,,,0,aiyah e rain like quite big leh drizzling least run home
ham,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,,,,0,docs appointments next week tired shoving stuff ugh normal body
ham,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,,,,0,dun b sad dun thk abt already concentrate ur papers k
ham,"Greetings me, ! Consider yourself excused.",,,,0,greetings consider excused
ham,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,,,,0,drama pls enough family struggling hot sun strange place reason ego going invited actually necessity go wait serious reppurcussions
ham,they released another Italian one today and it has a cosign option,,,,0,released another italian one today cosign option
ham,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget",,,,0,mu try figure much money everyone gas alcohol jay trying figure weed budget
spam,WINNER! As a valued network customer you hvae been selected to receive a å£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,,,,1,winner valued network customer hvae selected receive reward collect call valid hours acl pm
ham,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,,,,0,hcl chennai requires freshers voice process excellent english needed salary upto lt gt call ms suman lt gt telephonic interview via indyarocks com
ham,Dai what this da.. Can i send my resume to this id.,,,,0,dai da send resume id
ham,"I know where the  &lt;#&gt;  is, I'll be there around 5",,,,0,know lt gt around
ham,Yup i've finished c Ì_ there...,,,,0,yup finished c
ham,Remember to ask alex about his pizza,,,,0,remember ask alex pizza
ham,No da..today also i forgot..,,,,0,da today also forgot
